,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
2801,2802,2000,Suroccidente,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
2802,2803,2000,Suroccidente,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
2803,2804,2000,Suroccidente,0,0,0,0,0,0,2,1,3,0,1,0,1,1,2.197224577,0,9,0,0.0,0,0.0
2804,2805,2000,Suroccidente,0,0,0,0,1,0,2,1,0,0,0,1,1,0,1.791759469,0,6,0,0.0,0,0.0
2805,2806,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2806,2807,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2807,2808,2000,Suroccidente,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
2808,2809,2000,Suroccidente,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
2809,2810,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
2810,2811,2000,Suroccidente,0,0,0,0,1,1,0,0,1,3,1,0,0,1,2.079441542,0,8,0,0.0,0,0.0
2811,2812,2000,Suroccidente,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
2812,2813,2000,Suroccidente,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
2813,2814,2000,Suroccidente,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
2814,2815,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471806,0,2,0,0.0,0,0.0
2815,2816,2000,Suroccidente,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2816,2817,2000,Suroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
2817,2818,2000,Suroccidente,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0,5,2,0.4,3,0.6
2818,2819,2000,Suroccidente,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361,0,4,0,0.0,1,0.25
2819,2820,2000,Suroccidente,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,1,0.25
2820,2821,2000,Suroccidente,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1.945910149,0,7,2,0.2857142857142857,4,0.5714285714285714
2821,2822,2000,Suroccidente,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2822,2823,2000,Suroccidente,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2823,2824,2000,Suroccidente,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
2824,2825,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0,2,0,0.0,0,0.0
2825,2826,2000,Suroccidente,0,1,1,0,2,0,0,0,0,1,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
2826,2827,2000,Suroccidente,0,0,0,1,1,2,0,0,1,1,1,0,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
2827,2828,2000,Suroccidente,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
2828,2829,2000,Suroccidente,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
2829,2830,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
2830,2831,2000,Suroccidente,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1.609437912,0,5,0,0.0,1,0.2
2831,2832,2000,Suroccidente,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1.386294361,0,4,1,0.25,1,0.25
2832,2833,2000,Suroccidente,2,0,0,2,0,0,0,1,1,0,0,1,0,0,1.945910149,0,7,2,0.2857142857142857,4,0.5714285714285714
2833,2834,2000,Suroccidente,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
2834,2835,2000,Suroccidente,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,0,2,0,0.0,1,0.5
2835,2836,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2836,2837,2000,Suroccidente,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
2837,2838,2000,Suroccidente,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912,0,5,1,0.2,3,0.6
2838,2839,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2839,2840,2000,Suroccidente,1,1,2,1,1,1,2,1,0,0,1,1,0,0,2.48490665,0,12,2,0.16666666666666666,5,0.4166666666666667
2840,2841,2000,Suroccidente,0,2,3,0,0,1,0,0,0,0,1,1,0,0,2.079441542,0,8,2,0.25,5,0.625
2841,2842,2000,Suroccidente,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,3,0.5
2842,2843,2000,Suroccidente,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,2,0.5,2,0.5
2843,2844,2000,Suroccidente,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,3,0.6,3,0.6
2844,2845,2000,Suroccidente,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
2845,2846,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0,2,0,0.0,0,0.0
2846,2847,2000,Suroccidente,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.609437912,0,5,1,0.2,1,0.2
2847,2848,2000,Suroccidente,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1.609437912,0,5,0,0.0,1,0.2
2848,2849,2000,Suroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
2849,2850,2000,Suroccidente,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2850,2851,2000,Suroccidente,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1.791759469,0,6,1,0.16666666666666666,3,0.5
2851,2852,2000,Suroccidente,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1.386294361,0,4,0,0.0,0,0.0
2852,2853,2000,Suroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
2853,2854,2000,Suroccidente,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1.609437912,0,5,0,0.0,0,0.0
2854,2855,2000,Suroccidente,0,0,0,0,0,2,1,0,1,1,0,1,1,1,2.079441542,0,8,0,0.0,0,0.0
2855,2856,2000,Suroccidente,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
2856,2857,2000,Suroccidente,0,0,0,0,1,0,1,0,3,0,0,0,1,1,1.945910149,0,7,0,0.0,0,0.0
2857,2858,2000,Suroccidente,0,0,1,0,1,0,2,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
2858,2859,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2859,2860,2000,Suroccidente,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
2860,2861,2000,Suroccidente,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
2861,2862,2000,Suroccidente,0,1,0,0,1,0,1,2,0,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
2862,2863,2000,Suroccidente,1,0,2,1,0,0,1,0,0,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,4,0.5714285714285714
2863,2864,2000,Suroccidente,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
2864,2865,2000,Suroccidente,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1.609437912,0,5,0,0.0,0,0.0
2865,2866,2000,Suroccidente,0,0,0,0,1,0,2,0,2,0,0,1,1,0,1.945910149,0,7,0,0.0,0,0.0
2866,2867,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
2867,2868,2000,Suroccidente,1,0,1,1,0,2,0,0,0,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,3,0.42857142857142855
2868,2869,2000,Suroccidente,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
2869,2870,2000,Suroccidente,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
2912,2913,2000,Suroccidente,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
2913,2914,2000,Suroccidente,2,0,1,0,1,0,1,1,0,0,1,1,1,0,2.197224577,0,9,2,0.2222222222222222,3,0.3333333333333333
2914,2915,2000,Suroccidente,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
2915,2916,2000,Suroccidente,1,0,2,1,1,0,0,1,0,0,1,1,0,0,2.079441542,0,8,1,0.125,4,0.5
2916,2917,2000,Suroccidente,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1.945910149,0,7,2,0.2857142857142857,4,0.5714285714285714
2917,2918,2000,Suroccidente,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1.609437912,0,5,0,0.0,0,0.0
2918,2919,2000,Suroccidente,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1.945910149,0,7,0,0.0,0,0.0
2919,2920,2000,Suroccidente,1,0,2,0,1,0,1,0,0,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,3,0.42857142857142855
2920,2921,2000,Suroccidente,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1.609437912,0,5,0,0.0,2,0.4
2921,2922,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,0,2,1,0.5,1,0.5
2922,2923,2000,Suroccidente,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,2,0.5
2923,2924,2000,Suroccidente,0,0,0,0,2,0,1,1,1,0,0,0,1,1,1.945910149,0,7,0,0.0,0,0.0
2924,2925,2000,Suroccidente,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
2925,2926,2000,Suroccidente,0,0,1,1,1,0,1,3,0,1,1,1,0,0,2.302585093,0,10,0,0.0,2,0.2
2926,2927,2000,Suroccidente,1,0,2,1,0,2,0,0,0,1,1,0,0,0,2.079441542,0,8,1,0.125,4,0.5
2927,2928,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
2947,2948,2000,Suroccidente,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,2,0.5,2,0.5
2948,2949,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,0,2,1,0.5,1,0.5
2949,2950,2000,Suroccidente,0,0,1,1,2,0,1,0,1,1,0,0,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
2950,2951,2000,Suroccidente,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1.791759469,0,6,0,0.0,0,0.0
2951,2952,2000,Suroccidente,0,0,3,0,1,1,0,0,0,0,0,0,1,1,1.945910149,0,7,0,0.0,3,0.42857142857142855
2952,2953,2000,Suroccidente,0,1,0,2,2,0,1,1,0,1,0,0,0,0,2.079441542,0,8,1,0.125,3,0.375
2953,2954,2000,Suroccidente,0,0,0,1,2,1,0,1,0,0,0,1,2,2,2.302585093,0,10,0,0.0,1,0.1
2954,2955,2000,Suroccidente,0,0,0,0,0,2,2,1,0,1,1,1,0,0,2.079441542,0,8,0,0.0,0,0.0
2955,2956,2000,Suroccidente,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.386294361,0,4,1,0.25,1,0.25
2956,2957,2000,Suroccidente,0,1,2,0,1,1,0,0,0,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,3,0.42857142857142855
2957,2958,2000,Suroccidente,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
2958,2959,2000,Suroccidente,1,0,0,0,0,2,1,0,0,1,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
2959,2960,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
2977,2978,2000,Suroccidente,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
2978,2979,2000,Suroccidente,0,0,1,0,2,1,0,0,1,1,0,1,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
2979,2980,2000,Suroccidente,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1.609437912,0,5,0,0.0,1,0.2
2980,2981,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
2981,2982,2000,Suroccidente,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
2982,2983,2000,Suroccidente,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
2983,2984,2000,Suroccidente,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
2984,2985,2000,Suroccidente,0,0,1,1,1,0,0,2,1,1,1,1,0,0,2.197224577,0,9,0,0.0,2,0.2222222222222222
2985,2986,2000,Suroccidente,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.386294361,0,4,1,0.25,2,0.5
2998,2999,2000,Suroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
2999,3000,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
3000,3001,2000,Suroccidente,0,0,0,0,0,0,1,0,3,2,0,0,0,1,1.945910149,0,7,0,0.0,0,0.0
3001,3002,2000,Suroccidente,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1.386294361,0,4,2,0.5,3,0.75
3002,3003,2000,Suroccidente,0,0,0,0,0,0,0,1,2,4,0,0,1,1,2.197224577,0,9,0,0.0,0,0.0
3003,3004,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3004,3005,2000,Suroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
3005,3006,2000,Suroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,2,0.5,2,0.5
3006,3007,2000,Suroccidente,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1.386294361,0,4,0,0.0,0,0.0
3007,3008,2000,Suroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
3008,3009,2000,Suroccidente,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912,0,5,0,0.0,0,0.0
3009,3010,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
3010,3011,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
3011,3012,2000,Suroccidente,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
3012,3013,2000,Suroccidente,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1.609437912,0,5,1,0.2,1,0.2
3013,3014,2000,Suroccidente,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
3014,3015,2000,Suroccidente,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
3015,3016,2000,Suroccidente,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
3016,3017,2000,Suroccidente,0,1,1,1,0,3,0,1,0,0,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,3,0.3333333333333333
3017,3018,2000,Suroccidente,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,2,0.3333333333333333
3018,3019,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,0,0.0,2,0.5
3019,3020,2000,Suroccidente,0,0,0,0,0,1,1,2,0,1,1,1,0,0,1.945910149,0,7,0,0.0,0,0.0
3020,3021,2000,Suroccidente,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,2,0.4
3021,3022,2000,Suroccidente,1,0,1,0,0,0,0,0,0,2,1,1,0,1,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
3022,3023,2000,Suroccidente,0,0,0,1,2,0,0,1,0,0,1,1,0,1,1.945910149,0,7,0,0.0,1,0.14285714285714285
3023,3024,2000,Suroccidente,0,2,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149,0,7,2,0.2857142857142857,3,0.42857142857142855
3024,3025,2000,Suroccidente,0,0,0,0,0,2,1,1,0,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
3025,3026,2000,Suroccidente,0,0,2,0,0,1,1,0,0,1,1,1,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
3026,3027,2000,Suroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
3027,3028,2000,Suroccidente,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1.386294361,0,4,0,0.0,2,0.5
3028,3029,2000,Suroccidente,1,2,0,1,0,0,1,1,1,2,0,0,1,1,2.397895273,0,11,3,0.2727272727272727,4,0.36363636363636365
3029,3030,2000,Suroccidente,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,2,0.5,2,0.5
3037,3038,2000,Suroccidente,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1.609437912,0,5,0,0.0,0,0.0
3038,3039,2000,Suroccidente,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
3039,3040,2000,Suroccidente,0,1,0,1,0,0,1,1,2,2,0,0,0,1,2.197224577,0,9,1,0.1111111111111111,2,0.2222222222222222
3040,3041,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0,3,0,0.0,0,0.0
3041,3042,2000,Suroccidente,0,1,0,1,0,0,2,1,3,1,0,0,1,0,2.302585093,0,10,1,0.1,2,0.2
3042,3043,2000,Suroccidente,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1.609437912,0,5,1,0.2,1,0.2
3043,3044,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
3044,3045,2000,Suroccidente,1,1,0,1,1,1,0,0,0,2,0,1,0,0,2.079441542,0,8,2,0.25,3,0.375
3045,3046,2000,Suroccidente,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469,0,6,3,0.5,4,0.6666666666666666
3046,3047,2000,Suroccidente,0,0,0,0,0,0,1,0,1,3,1,1,0,0,1.945910149,0,7,0,0.0,0,0.0
3047,3048,2000,Suroccidente,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
3048,3049,2000,Suroccidente,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
3049,3050,2000,Suroccidente,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1.791759469,0,6,1,0.16666666666666666,3,0.5
3050,3051,2000,Suroccidente,0,0,0,1,1,2,0,0,0,0,1,2,1,1,2.197224577,0,9,0,0.0,1,0.1111111111111111
3051,3052,2000,Suroccidente,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.386294361,0,4,0,0.0,1,0.25
3052,3053,2000,Suroccidente,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1.791759469,0,6,2,0.3333333333333333,2,0.3333333333333333
3053,3054,2000,Suroccidente,2,0,0,1,0,0,0,0,1,1,1,1,0,0,1.945910149,0,7,2,0.2857142857142857,3,0.42857142857142855
3054,3055,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0,2,0,0.0,0,0.0
3089,3090,2000,Suroccidente,0,0,0,0,0,2,1,1,0,1,1,1,0,0,1.945910149,0,7,0,0.0,0,0.0
3090,3091,2000,Suroccidente,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,2,0.4
3091,3092,2000,Suroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
3092,3093,2000,Suroccidente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
3093,3094,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3094,3095,2000,Suroccidente,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.386294361,0,4,1,0.25,1,0.25
3095,3096,2000,Suroccidente,0,0,1,0,0,1,0,2,0,1,0,1,1,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
3096,3097,2000,Suroccidente,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
3097,3098,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1.609437912,0,5,1,0.2,1,0.2
3098,3099,2000,Suroccidente,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3099,3100,2000,Suroccidente,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3146,3147,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
3147,3148,2000,Suroccidente,0,1,1,2,0,0,0,1,0,0,0,0,1,1,1.945910149,0,7,1,0.14285714285714285,4,0.5714285714285714
3148,3149,2000,Suroccidente,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912,0,5,1,0.2,2,0.4
3149,3150,2000,Suroccidente,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912,0,5,1,0.2,2,0.4
3150,3151,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,0,2,0,0.0,0,0.0
3151,3152,2000,Suroccidente,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1.609437912,0,5,0,0.0,2,0.4
3152,3153,2000,Suroccidente,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1.609437912,0,5,1,0.2,2,0.4
3153,3154,2000,Suroccidente,0,1,1,0,0,0,0,0,1,2,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
3154,3155,2000,Suroccidente,0,0,0,1,2,0,2,0,1,0,0,1,0,1,2.079441542,0,8,0,0.0,1,0.125
3155,3156,2000,Suroccidente,1,0,0,0,0,0,2,1,2,2,0,0,0,2,2.302585093,0,10,1,0.1,1,0.1
3156,3157,2000,Suroccidente,0,0,1,1,0,0,1,0,0,3,0,0,1,1,2.079441542,0,8,0,0.0,2,0.25
3157,3158,2000,Suroccidente,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
3158,3159,2000,Suroccidente,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
3159,3160,2000,Suroccidente,1,1,0,0,0,1,1,1,0,1,0,1,1,0,2.079441542,0,8,2,0.25,2,0.25
3160,3161,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.098612289,0,3,0,0.0,0,0.0
3161,3162,2000,Suroccidente,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1.945910149,0,7,2,0.2857142857142857,4,0.5714285714285714
3162,3163,2000,Suroccidente,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
3163,3164,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
3164,3165,2000,Suroccidente,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1.386294361,0,4,1,0.25,1,0.25
3165,3166,2000,Suroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
3166,3167,2000,Suroccidente,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
3167,3168,2000,Suroccidente,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,3,0.5
3168,3169,2000,Suroccidente,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
3169,3170,2000,Suroccidente,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.386294361,0,4,1,0.25,1,0.25
3170,3171,2000,Suroccidente,1,0,0,0,2,0,1,0,1,1,0,1,0,0,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
3171,3172,2000,Suroccidente,1,0,1,1,2,0,2,0,0,0,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,3,0.3333333333333333
3172,3173,2000,Suroccidente,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
3173,3174,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3174,3175,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
3175,3176,2000,Suroccidente,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1.791759469,0,6,1,0.16666666666666666,1,0.16666666666666666
3176,3177,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
3177,3178,2000,Suroccidente,0,1,1,0,0,0,1,0,1,3,0,1,0,0,2.079441542,0,8,1,0.125,2,0.25
3178,3179,2000,Suroccidente,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.386294361,0,4,0,0.0,0,0.0
