i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99
4079,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4080,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4081,2000,Noroccidente,2,0,1,0,0,2,1,0,0,2,0,1,0,0
4082,2000,Noroccidente,0,0,0,1,2,0,0,0,0,0,1,1,0,0
4083,2000,Noroccidente,0,1,1,1,0,0,0,0,0,1,0,0,1,1
4084,2000,Noroccidente,1,1,0,1,2,1,0,0,0,0,1,1,0,0
4085,2000,Noroccidente,0,0,2,0,1,1,0,0,0,1,1,0,0,0
4086,2000,Noroccidente,2,0,0,3,1,1,1,0,0,0,1,1,0,0
4087,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0
4088,2000,Noroccidente,0,1,1,1,2,0,3,1,0,0,1,1,0,0
4089,2000,Noroccidente,0,0,0,0,0,0,0,1,0,1,1,2,1,1
4090,2000,Noroccidente,0,0,0,0,1,0,0,0,1,1,0,0,1,1
4091,2000,Noroccidente,1,0,2,1,0,0,0,0,1,1,0,0,0,0
4092,2000,Noroccidente,0,1,0,0,0,0,0,1,1,0,0,0,1,1
4093,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,1,1
4094,2000,Noroccidente,0,1,0,2,0,2,0,0,1,1,0,1,0,0
4095,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4096,2000,Noroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0
4097,2000,Noroccidente,1,1,0,1,2,0,1,2,1,0,1,1,1,0
4098,2000,Noroccidente,2,0,0,0,1,2,0,0,0,1,0,0,0,1
4099,2000,Noroccidente,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4100,2000,Noroccidente,2,0,0,2,0,0,0,0,0,0,1,1,0,1
4101,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4102,2000,Noroccidente,0,1,0,1,0,0,0,0,1,0,1,1,0,0
4103,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4104,2000,Noroccidente,1,0,0,2,0,0,0,0,0,1,1,0,0,0
4105,2000,Noroccidente,1,1,0,0,1,0,0,0,0,0,0,1,0,0
4106,2000,Noroccidente,0,1,0,0,1,1,1,1,0,1,0,1,1,2
4107,2000,Noroccidente,0,1,1,1,0,0,0,0,0,1,1,0,0,0
4108,2000,Noroccidente,1,0,0,2,1,0,0,0,0,1,1,0,0,0
4109,2000,Noroccidente,0,0,1,1,1,0,0,0,0,1,1,0,0,0
4110,2000,Noroccidente,1,0,0,0,0,1,2,0,0,1,1,1,0,0
4111,2000,Noroccidente,2,0,0,1,1,0,0,0,0,1,1,0,0,0
4112,2000,Noroccidente,0,0,1,0,1,1,1,1,1,1,0,1,1,0
4113,2000,Noroccidente,2,0,0,0,0,0,0,0,0,1,0,0,1,0
4114,2000,Noroccidente,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4115,2000,Noroccidente,1,0,1,0,0,3,0,1,0,0,0,1,1,0
4116,2000,Noroccidente,1,1,0,0,1,1,1,2,1,1,0,1,1,0
4117,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4118,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4119,2000,Noroccidente,0,2,1,1,2,0,0,0,0,1,1,0,1,1
4120,2000,Noroccidente,0,1,0,0,1,1,0,2,0,0,0,1,1,0
4121,2000,Noroccidente,0,1,0,1,0,1,0,0,0,0,0,1,1,0
4122,2000,Noroccidente,0,1,0,0,0,0,0,1,1,0,0,0,1,1
4123,2000,Noroccidente,0,2,1,0,0,0,0,0,0,1,0,1,0,0
4124,2000,Noroccidente,1,1,0,0,1,0,0,0,1,1,0,0,0,0
4125,2000,Noroccidente,0,1,2,0,1,0,1,0,0,1,2,1,0,0
4126,2000,Noroccidente,1,0,2,1,0,0,0,0,1,1,0,1,1,0
4127,2000,Noroccidente,0,1,1,2,1,0,0,0,0,0,0,1,0,0
4128,2000,Noroccidente,0,2,1,0,0,1,1,0,1,1,0,1,1,1
4129,2000,Noroccidente,1,2,0,1,0,0,0,1,1,2,0,0,1,0
4130,2000,Noroccidente,0,0,1,0,1,0,0,1,0,0,0,1,0,1
4131,2000,Noroccidente,0,0,0,0,0,1,1,1,0,0,0,1,1,0
4132,2000,Noroccidente,0,0,2,1,0,0,0,0,0,0,0,1,0,0
4133,2000,Noroccidente,0,0,0,0,0,1,1,1,1,0,0,0,0,1
4134,2000,Noroccidente,0,0,1,2,1,0,1,0,0,1,0,1,0,0
4135,2000,Noroccidente,1,0,0,0,0,0,1,2,0,0,0,0,0,1
4136,2000,Noroccidente,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4137,2000,Noroccidente,1,0,1,2,0,2,0,0,0,0,1,1,0,0
4138,2000,Noroccidente,2,1,1,0,2,0,2,1,0,0,1,1,0,0
4139,2000,Noroccidente,0,2,0,1,0,1,1,0,1,1,1,0,0,0
4140,2000,Noroccidente,0,0,0,2,0,1,0,0,0,0,0,1,1,0
4141,2000,Noroccidente,2,1,0,3,0,2,2,2,0,1,1,1,0,1
4142,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4143,2000,Noroccidente,1,1,0,0,0,0,1,0,0,1,0,0,1,1
4144,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4145,2000,Noroccidente,2,0,0,4,1,1,1,0,1,1,0,1,1,1
4146,2000,Noroccidente,2,2,1,1,0,2,1,2,0,0,1,1,0,0
4147,2000,Noroccidente,1,0,1,1,1,0,1,0,0,2,0,1,0,1
4148,2000,Noroccidente,1,0,1,0,0,1,0,0,0,0,0,0,1,1
4149,2000,Noroccidente,0,0,0,0,1,0,0,1,1,0,0,0,1,1
4150,2000,Noroccidente,0,0,0,0,2,0,0,1,0,0,1,1,0,0
4151,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4152,2000,Noroccidente,0,0,0,0,1,0,1,0,0,0,0,1,1,0
4153,2000,Noroccidente,2,1,1,0,3,1,0,0,0,1,0,2,1,0
4154,2000,Noroccidente,1,0,0,0,0,1,2,1,1,0,0,1,0,0
4155,2000,Noroccidente,1,1,0,1,1,0,0,0,1,1,0,0,0,0
4156,2000,Noroccidente,0,0,0,2,1,2,2,0,0,0,0,1,1,0
4157,2000,Noroccidente,0,0,0,1,1,1,1,1,0,0,1,1,0,0
4158,2000,Noroccidente,0,0,1,0,2,0,0,2,0,0,0,0,0,1
4159,2000,Noroccidente,0,0,0,0,2,0,0,0,0,0,1,1,0,0
4160,2000,Noroccidente,0,0,1,1,1,1,0,1,1,0,1,1,0,0
4161,2000,Noroccidente,0,0,0,1,0,1,1,0,1,1,1,1,0,0
4162,2000,Noroccidente,1,0,0,0,1,1,1,1,1,1,0,1,1,0
4163,2000,Noroccidente,0,0,0,2,0,2,0,1,0,0,1,1,0,0
4164,2000,Noroccidente,0,1,2,0,1,1,1,0,0,0,0,1,0,0
4165,2000,Noroccidente,2,0,1,0,2,1,0,1,0,0,1,1,0,0
4166,2000,Noroccidente,0,0,0,0,0,1,1,0,0,0,0,1,1,1
4167,2000,Noroccidente,0,1,2,1,2,0,1,2,0,1,1,1,0,0
4168,2000,Noroccidente,1,1,1,2,0,1,0,0,0,1,1,0,0,0
4169,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4170,2000,Noroccidente,0,0,0,1,0,0,2,0,0,0,1,1,0,0
4171,2000,Noroccidente,0,0,1,1,0,1,1,0,0,0,0,1,1,0
4172,2000,Noroccidente,0,0,0,0,0,0,0,0,2,0,0,1,0,0
4173,2000,Noroccidente,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4174,2000,Noroccidente,0,1,0,1,1,1,1,0,0,0,0,1,0,0
4175,2000,Noroccidente,0,2,0,3,0,1,0,0,0,0,1,1,0,0
4176,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4177,2000,Noroccidente,0,1,2,1,0,0,0,0,0,1,0,0,0,0
4178,2000,Noroccidente,1,1,0,0,0,0,1,0,1,1,0,0,1,1
4179,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4180,2000,Noroccidente,0,0,0,1,0,0,0,0,1,1,0,0,1,1
4181,2000,Noroccidente,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4182,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4183,2000,Noroccidente,0,0,0,0,1,0,1,0,0,0,0,0,1,1
4184,2000,Noroccidente,0,2,0,2,1,2,2,0,0,0,1,1,0,0
4185,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4186,2000,Noroccidente,1,0,1,2,0,1,0,0,0,0,1,1,0,0
4187,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4188,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4189,2000,Noroccidente,0,2,0,1,0,0,0,0,0,1,0,0,0,0
4190,2000,Noroccidente,2,0,1,0,0,2,0,0,0,0,0,1,0,0
4191,2000,Noroccidente,1,0,1,1,0,1,0,0,0,0,0,1,0,0
4192,2000,Noroccidente,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4193,2000,Noroccidente,1,1,0,3,0,0,0,0,0,1,1,0,0,1
4194,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4195,2000,Noroccidente,1,0,1,1,0,0,0,0,0,0,1,1,0,0
4196,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4197,2000,Noroccidente,0,2,1,1,2,0,1,0,0,0,1,1,0,0
4198,2000,Noroccidente,0,0,1,1,1,1,0,0,0,0,1,1,0,0
4199,2000,Noroccidente,1,1,0,1,0,1,1,0,1,0,1,1,0,0
4200,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4201,2000,Noroccidente,0,1,2,0,0,1,1,1,0,0,1,1,0,0
4202,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4203,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4204,2000,Noroccidente,2,0,1,0,0,1,2,0,0,0,1,1,0,0
4205,2000,Noroccidente,0,2,2,0,2,0,2,0,0,0,1,1,0,0
4206,2000,Noroccidente,1,0,1,1,0,0,0,0,0,1,1,0,0,1
4207,2000,Noroccidente,0,0,0,0,0,0,2,0,0,1,0,0,1,1
4208,2000,Noroccidente,1,1,1,1,1,1,0,1,1,0,1,1,0,0
4209,2000,Noroccidente,2,0,0,0,0,1,0,0,0,0,0,1,0,0
4210,2000,Noroccidente,0,0,1,2,0,1,2,0,0,0,0,1,1,0
4211,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,2,0
4212,2000,Noroccidente,1,0,2,0,0,0,0,0,0,1,1,0,0,1
4213,2000,Noroccidente,2,1,0,3,0,0,0,0,1,1,0,0,0,0
4214,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4215,2000,Noroccidente,1,0,0,2,0,0,0,0,1,1,0,0,0,0
4216,2000,Noroccidente,1,1,0,1,0,0,1,1,1,2,1,1,0,0
4217,2000,Noroccidente,0,1,0,0,0,1,0,3,1,0,0,0,1,1
4218,2000,Noroccidente,1,0,3,0,0,0,0,0,0,1,0,0,0,0
4219,2000,Noroccidente,2,0,2,0,0,1,1,1,0,0,0,1,0,0
4220,2000,Noroccidente,2,1,0,0,0,0,0,0,0,2,0,1,0,1
4221,2000,Noroccidente,1,0,1,0,0,0,0,0,2,0,0,1,0,1
4222,2000,Noroccidente,0,0,1,0,1,0,1,0,0,0,0,0,0,1
4223,2000,Noroccidente,0,0,0,1,2,0,3,0,0,1,0,1,0,0
4224,2000,Noroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4225,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4226,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4227,2000,Noroccidente,1,0,2,1,1,0,0,0,0,1,0,0,0,0
4228,2000,Noroccidente,0,1,0,2,0,1,0,2,1,0,1,1,0,0
4229,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4230,2000,Noroccidente,1,0,0,0,0,2,1,2,1,0,0,0,1,1
4231,2000,Noroccidente,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4232,2000,Noroccidente,0,0,1,0,1,0,0,2,0,2,1,1,0,0
4233,2000,Noroccidente,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4234,2000,Noroccidente,1,0,0,2,1,1,0,2,0,0,1,1,0,0
4235,2000,Noroccidente,1,1,0,2,1,0,1,0,1,0,1,1,0,0
4236,2000,Noroccidente,1,0,2,2,0,1,1,1,1,1,1,1,0,0
4237,2000,Noroccidente,1,0,2,1,1,0,1,0,0,0,1,1,0,0
4238,2000,Noroccidente,1,1,0,2,0,1,0,0,0,1,1,0,1,0
4239,2000,Noroccidente,1,0,3,0,1,1,1,0,0,1,1,0,0,0
4240,2000,Noroccidente,2,0,0,0,0,2,0,0,1,1,0,0,0,0
4241,2000,Noroccidente,0,2,1,1,1,0,1,1,0,0,1,1,0,0
4242,2000,Noroccidente,2,0,0,2,1,0,1,0,1,1,1,1,0,0
4243,2000,Noroccidente,3,1,1,2,0,2,1,2,1,1,1,0,0,1
4244,2000,Noroccidente,0,1,2,0,0,1,0,0,0,0,0,1,1,1
4245,2000,Noroccidente,0,1,2,0,1,0,1,0,0,0,1,1,0,0
4246,2000,Noroccidente,0,0,0,0,0,1,2,1,0,1,0,1,1,0
4247,2000,Noroccidente,0,0,2,0,0,1,0,0,0,0,0,1,1,0
4248,2000,Noroccidente,0,1,0,2,0,0,0,0,0,1,0,1,1,0
4249,2000,Noroccidente,0,0,0,1,1,0,1,0,1,0,1,1,0,0
4250,2000,Noroccidente,0,0,0,1,1,0,0,0,1,0,2,1,1,1
4251,2000,Noroccidente,1,1,0,2,0,0,0,0,0,1,1,1,0,0
4252,2000,Noroccidente,0,0,1,0,1,1,0,1,0,0,1,1,0,0
4253,2000,Noroccidente,0,0,0,1,1,0,0,0,1,1,1,1,0,1
4254,2000,Noroccidente,0,0,0,0,0,0,0,0,2,0,0,1,1,0
4255,2000,Noroccidente,0,0,1,0,0,1,0,0,0,1,0,1,1,0
4256,2000,Noroccidente,0,1,0,2,1,0,0,0,0,0,1,1,0,0
4257,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,1,1
4258,2000,Noroccidente,0,1,0,0,2,0,0,0,1,1,1,1,0,0
4259,2000,Noroccidente,0,1,0,1,0,0,0,0,1,1,0,1,1,0
4260,2000,Noroccidente,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4261,2000,Noroccidente,1,0,1,2,0,0,0,0,1,1,0,1,1,0
4262,2000,Noroccidente,2,0,0,1,1,0,1,0,1,1,1,1,0,0
4263,2000,Noroccidente,0,1,0,1,0,0,0,0,1,1,0,0,1,1
4264,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,1,0,1,1
4265,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4266,2000,Noroccidente,1,0,0,0,0,1,0,0,1,1,1,1,0,0
4267,2000,Noroccidente,0,1,1,1,1,1,0,1,0,0,1,1,0,0
4268,2000,Noroccidente,1,0,0,3,0,0,0,0,1,1,0,0,0,0
4269,2000,Noroccidente,0,0,0,1,1,0,2,3,1,1,1,1,0,1
4270,2000,Noroccidente,0,2,0,2,1,1,0,0,0,0,1,1,0,0
4271,2000,Noroccidente,1,1,0,0,1,1,1,1,0,0,1,1,0,0
4272,2000,Noroccidente,4,0,0,0,0,0,0,0,2,2,0,1,1,0
4273,2000,Noroccidente,0,0,1,2,1,1,0,1,0,0,2,2,0,1
4274,2000,Noroccidente,0,1,0,1,0,1,0,0,1,1,0,0,1,0
4275,2000,Noroccidente,1,0,0,2,1,1,0,0,1,1,0,0,0,0
4276,2000,Noroccidente,0,0,0,1,0,1,1,0,0,1,1,1,1,1
4277,2000,Noroccidente,0,0,1,1,0,0,0,0,0,0,0,0,1,1
4278,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4279,2000,Noroccidente,0,0,2,0,0,0,0,0,0,0,0,1,1,0
4280,2000,Noroccidente,0,1,1,0,1,0,1,0,1,1,1,1,0,0
4281,2000,Noroccidente,1,1,1,0,0,0,0,0,0,0,0,0,0,1
4282,2000,Noroccidente,2,0,0,2,0,1,0,0,0,1,1,0,0,0
4283,2000,Noroccidente,0,1,0,0,1,0,0,0,1,1,0,0,1,1
4284,2000,Noroccidente,1,0,2,0,0,0,0,1,1,1,1,1,0,0
4285,2000,Noroccidente,0,0,0,0,0,1,0,2,1,0,0,0,1,1
4286,2000,Noroccidente,0,1,1,1,2,0,1,0,0,0,1,1,0,0
4287,2000,Noroccidente,1,0,0,1,1,1,1,1,0,1,1,0,0,0
4288,2000,Noroccidente,0,1,1,0,0,1,0,0,1,1,0,0,0,0
4289,2000,Noroccidente,0,2,0,1,0,0,0,0,2,1,0,0,1,1
4290,2000,Noroccidente,0,1,0,0,0,1,1,2,0,0,0,0,1,1
4291,2000,Noroccidente,1,1,1,1,0,1,0,0,0,1,1,0,0,0
4292,2000,Noroccidente,0,1,0,0,0,0,1,2,1,0,0,0,1,1
4293,2000,Noroccidente,0,1,0,1,0,1,0,1,2,1,0,0,1,1
4294,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4295,2000,Noroccidente,0,0,0,1,0,1,1,1,0,0,1,1,0,1
4296,2000,Noroccidente,1,0,1,1,1,0,0,0,0,0,0,1,1,0
4297,2000,Noroccidente,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4298,2000,Noroccidente,0,1,1,0,1,0,0,1,0,0,0,1,1,1
4299,2000,Noroccidente,1,1,0,1,1,0,0,0,0,1,1,0,0,0
4300,2000,Noroccidente,0,0,1,1,0,1,1,1,0,0,1,1,0,0
4301,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4302,2000,Noroccidente,1,0,1,0,0,0,1,0,0,3,0,0,1,1
4303,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,1
4304,2000,Noroccidente,0,2,0,2,0,1,0,0,0,0,1,1,0,0
4305,2000,Noroccidente,1,0,2,1,0,1,0,0,0,0,1,1,0,0
4306,2000,Noroccidente,0,0,0,0,0,0,2,0,0,0,1,1,0,0
4307,2000,Noroccidente,1,0,2,0,0,1,0,0,0,1,1,0,0,1
4308,2000,Noroccidente,0,1,0,0,0,0,2,1,1,2,0,1,1,0
4309,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0
4310,2000,Noroccidente,0,0,0,0,2,1,0,0,0,0,1,1,0,1
4311,2000,Noroccidente,0,0,1,0,0,3,0,0,0,0,1,1,0,0
4312,2000,Noroccidente,0,0,1,0,0,0,0,1,0,0,0,0,1,1
4313,2000,Noroccidente,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4314,2000,Noroccidente,0,1,1,1,0,2,0,0,0,1,1,0,0,0
4315,2000,Noroccidente,1,0,0,0,0,1,1,3,1,0,0,1,1,0
4316,2000,Noroccidente,2,0,1,1,0,0,0,0,1,1,0,0,0,0
4317,2000,Noroccidente,0,0,1,0,0,0,1,1,0,1,0,0,1,1
4318,2000,Noroccidente,1,1,3,1,0,1,0,0,2,2,0,0,0,1
4319,2000,Noroccidente,1,0,0,1,0,1,0,0,1,1,0,0,0,0
4320,2000,Noroccidente,0,0,1,0,0,1,0,0,0,0,1,1,0,0
4321,2000,Noroccidente,0,0,1,1,0,2,1,1,0,0,1,1,0,0
4322,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,1,1
4323,2000,Noroccidente,1,0,4,1,1,2,1,0,0,2,1,1,0,0
4324,2000,Noroccidente,0,0,0,0,1,1,2,0,0,0,1,1,1,1
4325,2000,Noroccidente,0,1,1,1,0,0,0,0,1,1,0,0,0,0
4326,2000,Noroccidente,0,1,0,0,0,0,1,1,1,0,0,1,1,0
4327,2000,Noroccidente,0,0,2,0,2,1,1,2,0,0,1,1,0,0
4328,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4329,2000,Noroccidente,0,0,0,0,0,0,1,1,0,0,1,1,1,0
4330,2000,Noroccidente,1,0,3,0,0,0,0,0,1,1,0,1,0,0
4331,2000,Noroccidente,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4332,2000,Noroccidente,1,1,2,0,0,2,1,0,1,1,1,1,1,1
4333,2000,Noroccidente,0,0,3,0,0,0,0,1,1,1,0,0,1,1
4334,2000,Noroccidente,1,2,1,1,0,0,0,1,2,1,0,0,0,1
4335,2000,Noroccidente,0,0,0,0,1,1,0,1,1,0,0,0,1,1
4336,2000,Noroccidente,0,0,0,1,1,0,0,3,1,1,0,1,1,0
4337,2000,Noroccidente,0,2,1,0,0,2,0,0,0,0,1,1,0,0
4338,2000,Noroccidente,0,0,0,0,1,0,0,1,0,1,0,1,1,0
4339,2000,Noroccidente,0,0,1,1,2,0,0,0,1,0,1,1,0,0
4340,2000,Noroccidente,1,0,1,0,1,1,0,0,0,1,1,0,0,0
4341,2000,Noroccidente,0,1,1,2,0,2,0,0,0,1,1,1,0,0
4342,2000,Noroccidente,2,0,0,1,0,0,0,2,1,0,1,1,0,0
4343,2000,Noroccidente,0,1,1,1,1,0,0,0,0,1,1,0,0,0
4344,2000,Noroccidente,0,0,0,0,1,0,1,0,0,0,0,0,1,1
4345,2000,Noroccidente,0,1,1,0,1,0,1,0,0,2,0,0,1,1
4346,2000,Noroccidente,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4347,2000,Noroccidente,3,0,0,1,0,1,0,1,0,0,0,1,0,0
4348,2000,Noroccidente,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4349,2000,Noroccidente,0,1,0,0,0,2,2,1,1,1,1,1,0,1
4350,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4351,2000,Noroccidente,1,1,0,0,0,0,0,0,0,1,0,0,1,1
4352,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4353,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4354,2000,Noroccidente,1,0,0,0,0,0,1,1,2,0,0,1,0,0
4355,2000,Noroccidente,0,1,0,1,2,1,0,2,1,1,0,1,0,0
4356,2000,Noroccidente,0,2,1,0,0,0,1,1,2,1,0,1,0,0
4357,2000,Noroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4358,2000,Noroccidente,0,0,0,1,0,0,2,1,2,0,1,1,0,0
4359,2000,Noroccidente,1,0,0,0,0,0,0,1,1,0,0,0,1,1
4360,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4361,2000,Noroccidente,0,0,1,0,1,0,1,0,0,0,1,1,0,0
4362,2000,Noroccidente,0,0,0,0,1,1,0,0,2,0,1,1,0,0
4363,2000,Noroccidente,1,0,0,0,1,1,0,0,0,0,1,1,0,0
4364,2000,Noroccidente,0,0,0,0,0,0,1,0,2,0,1,1,0,0
4365,2000,Noroccidente,2,1,1,2,0,1,0,0,2,1,0,1,1,1
4366,2000,Noroccidente,0,0,1,0,2,0,0,0,0,0,1,1,0,0
4367,2000,Noroccidente,1,0,0,2,0,0,0,0,1,1,0,0,0,0
4368,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4369,2000,Noroccidente,1,0,0,1,1,0,0,0,0,0,1,1,0,0
4370,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4371,2000,Noroccidente,0,0,1,0,0,0,2,0,0,1,0,1,1,0
4372,2000,Noroccidente,1,0,2,1,0,0,0,0,0,1,1,0,0,0
4373,2000,Noroccidente,0,0,0,1,0,2,0,0,0,1,1,0,0,0
4374,2000,Noroccidente,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4375,2000,Noroccidente,0,0,1,0,1,0,0,0,0,1,1,0,0,0
4376,2000,Noroccidente,0,0,0,0,2,0,0,1,0,0,0,1,1,0
4377,2000,Noroccidente,0,2,2,0,1,0,1,1,0,1,0,1,1,0
4378,2000,Noroccidente,0,0,0,2,0,0,0,0,0,1,1,0,0,0
4379,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4380,2000,Noroccidente,0,1,1,1,0,0,0,0,0,1,1,0,0,0
4381,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4382,2000,Noroccidente,0,1,0,0,1,0,1,0,0,0,0,1,0,1
4383,2000,Noroccidente,1,0,0,1,1,0,1,0,0,0,1,1,0,0
4384,2000,Noroccidente,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4385,2000,Noroccidente,0,1,0,0,2,0,0,0,0,0,1,1,0,0
4386,2000,Noroccidente,1,1,0,0,0,1,0,1,0,2,0,0,1,1
4387,2000,Noroccidente,0,0,1,1,0,0,0,0,0,1,1,0,0,0
4388,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4389,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4390,2000,Noroccidente,0,0,0,0,0,0,1,1,1,0,0,1,1,0
4391,2000,Noroccidente,2,1,0,1,1,1,0,2,1,1,0,1,0,0
4392,2000,Noroccidente,0,0,0,0,0,1,1,1,0,0,1,1,0,0
4393,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4394,2000,Noroccidente,1,0,2,0,1,0,0,0,0,0,1,1,0,1
4395,2000,Noroccidente,1,1,3,0,0,0,0,0,0,1,1,0,0,0
4396,2000,Noroccidente,0,0,0,0,0,0,1,1,0,0,0,0,1,1
4397,2000,Noroccidente,1,0,2,1,0,0,0,0,1,1,0,0,0,0
4398,2000,Noroccidente,0,0,0,0,0,0,1,0,0,1,0,1,1,1
4399,2000,Noroccidente,1,0,2,0,0,0,0,1,0,1,1,1,0,0
4400,2000,Noroccidente,1,0,0,0,2,0,0,0,0,0,1,1,0,0
4401,2000,Noroccidente,1,0,0,0,1,0,0,0,1,1,0,1,0,0
4402,2000,Noroccidente,0,0,1,1,0,1,0,0,0,1,1,0,0,0
4403,2000,Noroccidente,2,0,1,0,0,0,0,0,0,1,1,0,0,0
4404,2000,Noroccidente,1,0,0,0,0,1,0,1,0,0,1,0,0,1
4405,2000,Noroccidente,0,0,0,0,0,0,1,0,1,1,1,1,0,1
4406,2000,Noroccidente,1,0,0,1,0,0,0,0,0,1,1,0,0,0
4407,2000,Noroccidente,1,0,1,0,0,2,0,0,0,0,1,1,0,0
4408,2000,Noroccidente,0,0,0,0,0,0,0,0,2,1,0,0,0,0
4409,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,1,0,1,1
4410,2000,Noroccidente,0,0,0,0,0,0,1,1,0,1,0,1,0,0
4411,2000,Noroccidente,0,0,0,1,0,0,0,1,1,0,0,1,1,0
4412,2000,Noroccidente,0,0,1,1,0,1,2,0,1,0,1,1,0,0
4413,2000,Noroccidente,0,0,0,1,1,0,0,3,1,2,0,1,1,0
4414,2000,Noroccidente,1,1,1,2,1,0,0,0,0,0,0,1,0,0
4415,2000,Noroccidente,0,0,0,0,0,0,1,1,2,0,0,1,1,0
4416,2000,Noroccidente,0,0,0,0,0,0,1,0,2,1,0,1,1,0
