i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99
1425,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1426,2000,Central,1,0,1,2,0,0,0,0,1,1,0,0,0,0
1427,2000,Central,1,0,0,1,1,1,0,0,1,1,0,0,0,0
1428,2000,Central,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1429,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1430,2000,Central,0,0,2,0,1,1,0,1,0,0,1,1,0,0
1431,2000,Central,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1432,2000,Central,2,0,0,2,1,1,0,0,0,0,1,1,0,0
1433,2000,Central,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1434,2000,Central,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1435,2000,Central,0,0,0,0,2,0,0,0,0,0,1,1,0,0
1436,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1437,2000,Central,0,2,0,2,2,0,0,0,0,0,1,1,0,0
1438,2000,Central,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1439,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1440,2000,Central,0,0,0,0,0,0,0,1,1,1,0,1,1,0
1441,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1442,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1443,2000,Central,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1444,2000,Central,2,0,0,1,1,1,1,0,0,0,1,1,0,0
1445,2000,Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0
1446,2000,Central,0,1,0,0,0,2,0,1,1,2,1,1,0,0
1447,2000,Central,0,0,1,1,1,1,1,1,0,2,1,1,0,0
1448,2000,Central,2,0,2,0,0,1,0,1,0,0,1,1,0,0
1449,2000,Central,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1450,2000,Central,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1451,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1452,2000,Central,0,1,1,1,0,0,1,1,0,1,1,1,0,0
1453,2000,Central,0,0,0,2,1,1,0,2,1,0,0,1,0,1
1454,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1455,2000,Central,0,0,0,0,0,1,1,1,2,0,1,1,0,1
1456,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1457,2000,Central,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1458,2000,Central,0,0,1,0,0,1,1,1,1,1,1,1,0,0
1459,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1460,2000,Central,1,0,1,0,0,0,1,0,0,0,1,1,0,0
1461,2000,Central,1,0,1,1,0,0,0,0,0,1,1,0,0,0
1462,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1463,2000,Central,1,1,1,1,0,0,0,0,0,1,1,0,0,0
1464,2000,Central,1,0,0,1,1,0,0,0,1,1,0,0,0,0
1465,2000,Central,0,0,1,0,0,2,1,1,0,0,0,1,0,0
1466,2000,Central,0,0,1,0,1,2,0,1,0,1,0,1,0,0
1467,2000,Central,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1468,2000,Central,0,3,0,0,0,0,0,0,1,1,0,0,0,0
1469,2000,Central,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1470,2000,Central,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1471,2000,Central,0,0,0,0,0,0,0,0,2,0,0,0,1,1
1472,2000,Central,0,1,0,0,1,0,0,0,0,2,1,1,0,0
1473,2000,Central,0,0,0,0,0,0,0,0,2,0,0,0,1,1
1474,2000,Central,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1475,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1476,2000,Central,0,0,1,0,0,1,1,0,0,0,1,1,0,0
1477,2000,Central,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1478,2000,Central,1,0,0,2,1,1,0,1,0,0,1,1,0,0
1479,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1480,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1481,2000,Central,1,0,0,1,0,1,0,0,0,1,1,1,1,1
1482,2000,Central,1,1,0,2,0,0,0,0,1,1,0,0,0,0
1483,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1484,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1485,2000,Central,1,0,1,2,1,1,0,0,0,0,1,1,0,0
1486,2000,Central,1,0,1,1,1,1,0,0,0,0,1,1,0,0
1487,2000,Central,0,1,2,1,1,1,0,1,0,0,1,1,0,0
1488,2000,Central,0,0,2,0,1,0,0,0,1,0,0,0,0,0
1489,2000,Central,1,0,1,0,0,0,0,0,1,2,0,1,1,1
1490,2000,Central,0,0,0,1,0,1,1,0,2,0,1,1,0,0
1491,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1492,2000,Central,2,0,1,2,1,1,1,0,0,0,1,1,0,0
1493,2000,Central,2,1,1,1,2,1,0,0,1,1,0,0,0,0
1494,2000,Central,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1495,2000,Central,0,0,0,1,1,1,0,1,0,0,1,1,0,0
1496,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1497,2000,Central,0,0,0,0,2,0,0,0,1,0,1,1,0,0
1498,2000,Central,0,0,0,0,1,1,0,2,1,1,0,1,1,0
1499,2000,Central,1,0,0,2,0,0,0,0,1,1,0,0,0,0
1500,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1501,2000,Central,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1502,2000,Central,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1503,2000,Central,0,0,0,0,0,0,0,0,1,0,1,1,2,1
1504,2000,Central,0,0,0,0,0,0,2,0,0,0,0,1,1,0
1505,2000,Central,0,2,1,1,2,0,2,1,0,0,1,1,0,0
1506,2000,Central,1,0,1,0,0,1,1,1,0,0,1,1,0,0
1507,2000,Central,1,0,0,0,1,0,0,1,2,0,1,1,0,0
1508,2000,Central,2,0,1,1,2,0,0,0,0,0,1,1,0,1
1509,2000,Central,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1510,2000,Central,1,1,3,0,1,2,0,0,0,0,1,1,0,0
1511,2000,Central,0,0,0,0,2,1,1,0,1,0,0,0,0,1
1512,2000,Central,0,1,2,1,0,0,0,0,1,1,0,0,0,0
1513,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1514,2000,Central,0,2,0,0,0,0,0,1,1,0,0,0,0,0
1515,2000,Central,2,1,1,0,0,1,0,0,0,1,1,0,0,0
1516,2000,Central,2,0,1,0,2,0,0,1,0,0,1,1,0,0
1517,2000,Central,1,0,0,3,0,0,0,0,0,1,1,0,0,0
1518,2000,Central,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1519,2000,Central,0,2,0,0,0,0,0,0,1,1,0,0,0,1
1520,2000,Central,0,0,1,0,1,1,0,0,0,0,1,1,0,0
1521,2000,Central,0,2,1,2,2,0,0,1,0,0,1,1,0,0
1522,2000,Central,0,0,0,0,0,0,0,0,0,2,1,0,0,1
1523,2000,Central,1,0,0,1,0,0,0,0,0,0,1,1,0,1
1524,2000,Central,0,0,1,0,2,0,0,0,0,0,1,1,0,0
1525,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1526,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1527,2000,Central,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1528,2000,Central,0,0,0,0,0,1,0,1,2,1,0,1,1,0
1529,2000,Central,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1530,2000,Central,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1531,2000,Central,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1532,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1533,2000,Central,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1534,2000,Central,0,0,0,0,1,0,2,0,0,0,1,1,0,0
1535,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1536,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1537,2000,Central,0,1,0,0,0,1,0,0,0,0,1,3,1,1
1538,2000,Central,0,0,0,0,1,0,0,1,0,1,1,1,0,0
1539,2000,Central,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1540,2000,Central,0,0,1,0,1,1,1,1,0,0,1,1,0,0
1541,2000,Central,0,0,0,2,0,0,0,0,1,1,0,0,0,0
1542,2000,Central,0,0,0,0,0,2,0,2,2,0,1,1,0,0
1543,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1544,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1545,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1546,2000,Central,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1547,2000,Central,0,0,2,0,0,1,0,0,0,1,1,0,0,0
1548,2000,Central,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1549,2000,Central,0,0,0,1,1,0,0,1,0,0,1,1,0,0
1550,2000,Central,0,0,0,0,0,0,1,0,3,0,0,0,1,1
1551,2000,Central,0,1,2,0,0,1,0,0,0,0,1,1,0,0
1552,2000,Central,1,0,0,0,0,0,2,0,2,2,1,1,0,0
1553,2000,Central,0,1,1,1,1,1,1,2,1,0,1,1,0,0
1554,2000,Central,1,0,0,1,1,0,0,0,1,0,0,1,0,0
1555,2000,Central,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1556,2000,Central,0,0,0,0,0,0,1,0,1,3,0,0,0,1
1557,2000,Central,0,1,0,0,0,0,0,0,0,1,1,2,1,1
1558,2000,Central,0,2,0,1,0,1,0,0,1,1,0,0,0,0
1559,2000,Central,0,1,1,2,1,0,0,1,0,1,1,0,0,0
1560,2000,Central,2,0,2,0,0,0,0,0,1,1,0,0,0,0
1561,2000,Central,0,2,1,1,0,2,0,0,0,0,1,1,0,0
1562,2000,Central,0,2,1,1,2,0,0,1,0,0,1,1,0,0
1563,2000,Central,0,0,1,1,0,0,0,0,0,1,0,0,1,1
1564,2000,Central,2,0,1,0,0,1,0,0,0,1,1,0,0,0
1565,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1566,2000,Central,0,1,2,0,0,0,0,0,1,1,0,0,0,0
1567,2000,Central,1,1,0,2,2,0,0,0,0,0,1,1,0,0
1568,2000,Central,1,1,0,1,2,0,0,0,0,0,1,1,0,0
1569,2000,Central,1,1,0,1,1,1,1,0,0,0,1,1,0,1
1570,2000,Central,0,1,2,0,1,0,0,1,0,0,0,1,0,0
1571,2000,Central,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1572,2000,Central,0,2,2,0,0,2,1,0,0,0,1,1,0,0
1573,2000,Central,0,2,0,2,0,0,0,0,1,1,0,0,0,0
1574,2000,Central,0,1,1,1,1,0,1,1,0,1,1,1,0,0
1575,2000,Central,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1576,2000,Central,0,0,0,1,1,0,1,0,0,0,1,1,0,0
1577,2000,Central,0,1,1,0,0,0,0,0,1,1,0,0,1,0
1578,2000,Central,1,0,0,2,0,1,0,0,0,1,1,0,0,0
1579,2000,Central,0,3,0,1,0,0,0,0,1,1,0,0,0,0
1580,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1581,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1582,2000,Central,1,0,2,0,0,0,0,0,1,1,0,0,0,0
1583,2000,Central,0,1,1,2,0,1,0,0,1,1,0,0,0,0
1584,2000,Central,0,2,0,2,1,0,0,0,0,0,1,1,0,0
1585,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1586,2000,Central,1,1,0,2,1,0,0,1,0,0,1,1,0,0
1587,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1588,2000,Central,1,0,0,1,2,0,1,0,0,0,1,1,0,0
1589,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1590,2000,Central,0,1,0,2,0,1,0,1,0,0,1,1,0,0
1591,2000,Central,0,0,0,0,0,0,2,0,0,0,0,0,1,1
1592,2000,Central,0,1,2,0,1,0,0,0,1,0,0,1,0,0
1593,2000,Central,0,0,0,0,2,0,0,0,0,0,0,1,0,0
1594,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1595,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1596,2000,Central,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1597,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1598,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1599,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1600,2000,Central,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1601,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1602,2000,Central,1,1,1,1,0,0,0,0,0,1,1,0,0,0
1603,2000,Central,2,0,1,1,0,0,0,0,1,1,0,0,0,0
1604,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1605,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1606,2000,Central,1,0,1,1,2,0,2,1,1,1,1,1,0,0
1607,2000,Central,1,0,0,0,0,1,1,0,0,1,1,1,0,0
1608,2000,Central,0,1,1,1,1,0,0,0,1,1,1,1,0,1
1609,2000,Central,2,0,1,0,1,1,0,0,0,0,1,1,0,0
1610,2000,Central,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1611,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1612,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1613,2000,Central,0,2,2,1,1,0,0,1,0,1,1,1,0,0
1614,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1615,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1616,2000,Central,1,0,3,0,2,0,1,0,0,1,1,0,0,0
1617,2000,Central,1,1,2,1,1,0,0,0,0,1,1,0,0,0
1618,2000,Central,1,0,1,0,1,0,0,2,1,0,1,1,0,0
1619,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1620,2000,Central,1,1,0,2,0,0,0,0,1,1,0,0,0,0
1621,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1622,2000,Central,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1623,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1624,2000,Central,2,2,1,1,3,0,1,2,1,0,1,1,0,0
1625,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1626,2000,Central,0,0,0,0,1,1,0,0,0,0,0,0,1,1
1627,2000,Central,0,1,2,0,0,1,0,0,0,0,1,1,0,0
1628,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1629,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1631,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1632,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1634,2000,Central,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1635,2000,Central,0,1,0,1,0,2,1,0,0,0,1,1,0,0
1636,2000,Central,0,0,1,0,2,0,1,0,1,0,1,1,0,0
1637,2000,Central,0,0,0,0,2,0,1,0,0,1,0,1,1,0
1638,2000,Central,0,1,0,1,0,1,0,0,1,2,0,0,1,1
1639,2000,Central,2,0,1,0,0,0,0,0,1,1,0,0,0,0
1640,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1641,2000,Central,1,0,2,0,0,0,0,0,0,1,1,0,0,0
1642,2000,Central,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1643,2000,Central,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1644,2000,Central,2,0,2,0,1,0,0,1,1,0,1,1,0,0
1645,2000,Central,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1646,2000,Central,0,0,0,0,0,0,0,0,0,2,0,0,1,1
1647,2000,Central,1,0,1,0,2,0,0,2,0,0,1,1,0,0
1648,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1649,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1650,2000,Central,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1651,2000,Central,0,0,1,1,0,1,0,2,0,0,1,1,0,0
1652,2000,Central,1,0,0,0,0,0,0,1,2,1,0,0,1,1
1653,2000,Central,1,0,1,0,0,2,0,2,0,0,1,1,0,0
1654,2000,Central,0,0,1,1,1,0,1,2,0,1,1,1,0,0
1655,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1656,2000,Central,0,0,0,0,0,0,0,0,0,0,0,2,0,1
1657,2000,Central,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1658,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1659,2000,Central,0,2,0,0,2,0,0,0,0,2,1,1,1,0
1660,2000,Central,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1661,2000,Central,0,0,1,1,0,1,2,0,1,0,0,1,0,0
1662,2000,Central,0,0,0,2,2,0,0,1,0,0,1,1,0,0
1663,2000,Central,0,0,0,1,0,0,2,0,1,1,0,0,1,1
1664,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,2000,Central,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1666,2000,Central,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1667,2000,Central,1,1,0,1,2,0,0,1,0,0,1,1,0,0
1668,2000,Central,1,1,2,0,0,0,0,0,0,1,1,0,0,0
1669,2000,Central,0,0,0,0,0,1,1,0,0,1,1,1,0,0
1670,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1671,2000,Central,0,2,0,2,1,1,0,1,0,0,1,1,0,0
1672,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1673,2000,Central,0,0,0,0,0,0,0,0,2,1,0,0,1,1
1674,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1675,2000,Central,2,0,0,1,0,0,0,0,1,1,0,0,0,0
1676,2000,Central,0,1,0,0,0,0,0,0,2,1,0,0,2,1
1677,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1678,2000,Central,0,0,2,0,0,2,1,0,0,0,1,1,0,0
1679,2000,Central,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1680,2000,Central,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1681,2000,Central,1,0,0,2,2,0,1,0,1,1,1,1,0,0
1682,2000,Central,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1683,2000,Central,0,1,0,0,0,1,1,2,2,0,0,0,2,1
1684,2000,Central,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1685,2000,Central,0,0,0,0,1,0,1,1,2,0,0,1,1,0
1686,2000,Central,0,0,2,1,0,1,1,0,0,0,1,1,0,0
1687,2000,Central,0,2,1,0,0,2,1,0,2,2,1,1,0,0
1688,2000,Central,1,1,1,1,1,0,2,0,0,0,1,1,0,0
1689,2000,Central,0,1,0,0,2,0,1,0,1,1,1,1,0,0
1690,2000,Central,1,1,1,1,1,1,0,1,0,2,0,1,0,0
1691,2000,Central,1,0,1,2,1,1,0,1,0,1,1,0,0,0
1692,2000,Central,0,1,1,1,0,0,0,0,0,1,0,0,0,0
1693,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1694,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1695,2000,Central,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1696,2000,Central,0,0,0,2,0,0,0,1,1,1,1,1,0,0
1697,2000,Central,1,0,0,1,0,0,0,1,1,1,0,0,1,1
1698,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1699,2000,Central,1,1,2,0,1,2,0,0,0,0,1,1,1,0
1700,2000,Central,1,0,1,2,0,0,0,0,1,1,0,0,0,0
1701,2000,Central,1,0,1,1,2,0,1,1,1,1,1,1,0,0
1702,2000,Central,0,2,0,2,0,1,0,0,1,1,0,0,0,0
1703,2000,Central,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1704,2000,Central,0,0,0,0,1,1,1,1,0,0,1,1,0,0
1705,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1706,2000,Central,0,1,1,2,1,0,2,0,0,0,2,0,0,0
1707,2000,Central,1,1,2,1,1,1,1,1,0,0,1,1,0,0
1708,2000,Central,0,1,1,1,1,1,0,0,0,1,1,0,0,0
1709,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1710,2000,Central,1,0,2,1,0,0,0,0,0,1,1,0,0,0
1711,2000,Central,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1712,2000,Central,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1713,2000,Central,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1714,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,0,0
1715,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1716,2000,Central,0,0,0,0,0,0,0,0,2,0,0,0,1,1
1717,2000,Central,0,0,0,0,0,1,0,1,2,1,1,1,0,0
1718,2000,Central,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1719,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1720,2000,Central,0,1,2,0,1,0,2,0,0,1,0,1,0,0
1721,2000,Central,0,1,1,0,0,1,0,1,0,1,1,0,0,0
1722,2000,Central,0,0,2,1,0,1,0,1,0,0,0,1,0,0
1723,2000,Central,1,1,1,2,1,0,2,0,1,1,0,1,0,0
1724,2000,Central,1,0,0,2,0,0,0,0,1,1,0,0,0,1
1725,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1726,2000,Central,1,1,2,0,0,1,1,2,0,0,1,1,0,0
1727,2000,Central,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1728,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1729,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1730,2000,Central,1,0,0,2,2,0,2,0,0,0,0,1,0,0
1731,2000,Central,0,0,1,1,0,1,1,0,3,0,0,0,0,1
1732,2000,Central,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1733,2000,Central,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1734,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1735,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1736,2000,Central,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1737,2000,Central,0,1,0,0,0,0,1,0,1,3,0,0,1,1
1738,2000,Central,1,0,1,1,2,0,1,0,1,0,1,1,0,0
1739,2000,Central,0,0,0,2,1,1,0,0,1,0,1,1,0,0
1740,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,2000,Central,0,1,3,0,0,0,0,0,0,1,1,0,0,0
1742,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1743,2000,Central,0,2,0,0,0,0,0,0,1,1,0,0,0,0
1744,2000,Central,1,0,1,0,0,0,0,1,1,0,0,1,0,0
1745,2000,Central,0,3,0,1,0,0,0,0,1,1,0,0,0,0
1746,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1747,2000,Central,1,0,2,0,0,0,0,0,1,1,0,0,0,0
1748,2000,Central,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1749,2000,Central,2,1,0,1,0,0,0,0,1,0,0,1,0,0
1750,2000,Central,1,1,2,1,1,2,0,0,0,0,1,1,0,0
1751,2000,Central,0,0,0,0,1,2,0,0,1,0,1,1,0,0
1752,2000,Central,0,2,0,1,0,1,0,0,2,1,0,0,0,0
1753,2000,Central,2,0,1,1,1,0,0,0,1,1,0,0,0,0
1754,2000,Central,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1755,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1756,2000,Central,1,1,2,0,2,0,0,1,0,0,1,1,0,0
1757,2000,Central,1,0,0,0,0,0,0,2,1,1,0,1,1,0
1758,2000,Central,0,1,2,0,0,3,0,0,0,0,0,1,0,0
1759,2000,Central,1,1,0,2,1,0,0,0,1,1,0,0,0,0
1760,2000,Central,1,0,3,0,1,0,0,0,0,1,1,0,0,0
1761,2000,Central,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1762,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1763,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1764,2000,Central,1,0,0,2,0,0,0,0,1,1,0,0,0,0
1765,2000,Central,0,0,0,1,1,0,0,0,0,2,1,0,0,1
1766,2000,Central,0,0,0,0,0,0,0,0,2,2,0,0,0,1
1767,2000,Central,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1768,2000,Central,0,0,2,0,1,1,0,0,0,1,1,0,0,0
1769,2000,Central,0,0,0,0,0,1,1,0,1,0,0,1,0,0
1770,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0
1771,2000,Central,0,0,0,2,0,0,0,2,1,2,0,0,1,1
1772,2000,Central,0,0,0,0,0,0,1,1,0,2,0,0,1,1
1773,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,0,0
1774,2000,Central,0,0,1,1,0,0,0,1,0,1,1,0,0,0
1775,2000,Central,0,0,0,2,0,0,0,1,0,0,0,1,0,0
1776,2000,Central,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1777,2000,Central,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1778,2000,Central,0,0,1,2,0,0,0,0,0,1,1,0,0,0
1779,2000,Central,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1780,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1781,2000,Central,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1782,2000,Central,1,0,0,3,0,1,0,0,0,1,1,0,0,0
1783,2000,Central,0,1,0,2,0,0,0,2,0,0,0,1,1,0
1784,2000,Central,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1785,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,1,1
1786,2000,Central,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1787,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1788,2000,Central,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1789,2000,Central,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1790,2000,Central,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1791,2000,Central,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1792,2000,Central,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1793,2000,Central,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1794,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1795,2000,Central,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1796,2000,Central,1,2,0,1,0,0,0,0,1,1,0,0,0,0
1797,2000,Central,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1798,2000,Central,0,1,0,0,0,1,0,0,0,2,0,1,0,0
1799,2000,Central,0,0,0,0,0,0,1,0,2,1,0,0,0,1
